id,parent_interest_id,member,party,mnis_id,twfy_id,category,category_code,summary
12252,,Tom Rutland,labour,5222,26467,"Gifts, benefits and hospitality from UK sources",3,Ukie (UK Interactive Entertainment Association Limited) - £700.00
12254,,Clive Lewis,labour,4500,25356,Donations and other support (including loans) for activities as an MP,2,"Sandeep Maudgil - £20,000.00"
12255,,Steve Barclay,conservative,4095,24916,Donations and other support (including loans) for activities as an MP,2,"Fens Business Club - £4,070.72"
12256,,David Simmonds,conservative,4872,25892,Miscellaneous,8,"Unpaid board member, Localis"
12259,,David Reed,conservative,5347,26628,Visits outside the UK,4,International visit to Sri Lanka between 27 March 2025 and 31 March 2025
12260,,Matt Vickers,conservative,4844,25853,Visits outside the UK,4,International visit to Iraq between 12 April 2025 and 18 April 2025
12263,,Helen Whately,conservative,4527,25398,"Gifts, benefits and hospitality from UK sources",3,Google UK Ltd - £488.50
12265,,Peter Fortune,conservative,5209,26027,"Gifts, benefits and hospitality from UK sources",3,Google UK Ltd - £531.82
12266,,Steve Barclay,conservative,4095,24916,Employment and earnings,1,"Consultant - BPP Holdings Limited (BPP),"
12267,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 28 March 2025 - £4,000.00"
12436,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 28 April 2025 - £4,000.00"
12652,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 30 May 2025 - £4,000.00"
12825,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 27 June 2025 - £4,000.00"
13031,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 30 July 2025 - £4,000.00"
13227,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 29 August 2025 - £4,000.00"
13399,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 29 September 2025 - £4,000.00"
13712,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 31 October 2025 - £4,000.00"
13993,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 27 November 2025 - £4,000.00"
14287,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 23 December 2025 - £4,000.00"
14444,12266,Steve Barclay,conservative,4095,24916,Employment and earnings - Ad hoc payments,1.1,"Payment received on 29 January 2026 - £4,000.00"
12268,,Kenneth Stevenson,labour,5200,26535,"Gifts, benefits and hospitality from UK sources",3,Google UK Ltd - £531.82
12269,,Charlotte Nichols,labour,4799,25885,"Gifts, benefits and hospitality from UK sources",3,UK Interactive Entertainment Association Limited - £700.00
12270,,Dr Scott Arthur,labour,5212,26591,Visits outside the UK,4,International visit to Ukraine between 21 February 2025 and 25 February 2025
12275,,Dr Scott Arthur,labour,5212,26591,Miscellaneous,8,University and College Union Member (Heriot-Watt University Branch)
12276,,Tom Tugendhat,conservative,4462,25374,Employment and earnings,1,Writing an article - Daily Mail
12277,12276,Tom Tugendhat,conservative,4462,25374,Employment and earnings - Ad hoc payments,1.1,Payment received on 15 April 2025 - £500.00
12279,,John Lamont,conservative,4608,14026,Donations and other support (including loans) for activities as an MP,2,"Ian McVeigh - £10,000.00"
12280,,Anneliese Midgley,labour,5038,26318,"Gifts, benefits and hospitality from UK sources",3,"UK Music - £1,320.00"
12283,,Sir John Whittingdale,conservative,39,10632,"Gifts, benefits and hospitality from UK sources",3,Google UK Ltd - £499.94
12284,,Victoria Collins,liberal-democrat,5201,26539,Donations and other support (including loans) for activities as an MP,2,"John Cooper - £10,000.00"
12285,,Mr Louie French,conservative,4932,26055,Miscellaneous,8,Grand National Charity Bet donation of £250 to my chosen local charity. Part of a cross party horse racing initiative.
12286,,Graham Stuart,conservative,1482,11406,"Gifts, benefits and hospitality from UK sources",3,Equatorise Ltd - £500.00
12287,,Zarah Sultana,your-party,4786,25909,"Gifts, benefits and hospitality from UK sources",3,Jodie Mallier-Ridley - £350.61
12288,,Karin Smyth,labour,4444,25390,"Gifts, benefits and hospitality from UK sources",3,The Football Association - £410.00
12289,,Brian Mathew,liberal-democrat,5214,26509,Visits outside the UK,4,International visit to United Arab Emirates between 04 April 2025 and 09 April 2025
12291,,Josh Simons,labour,5060,26328,Miscellaneous,8,"I have received pro bono support from the law firm Levy Firestone, valued at £22,537.37 to date, who are providing legal counsel for me as a fact witness in a class action lawsuit brought against my former employer Meta, which predates my time as an MP"
12292,,Alan Mak,conservative,4484,25285,Visits outside the UK,4,International visit to Italy between 04 April 2025 and 06 April 2025
12293,,Alex Norris,labourco-operative,4641,25687,"Gifts, benefits and hospitality from UK sources",3,London Marathon Events Ltd - £350.00
12294,,Blake Stephenson,conservative,5100,26355,"Gifts, benefits and hospitality from UK sources",3,London Marathon Events Limited - £350.00
12296,,Clive Lewis,labour,4500,25356,Employment and earnings,1,Writing articles - Byline Media Holdings Ltd
12297,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment received on 24 April 2025 - £300.00
12624,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 06 June 2025 - £150.00
12634,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 13 June 2025 - £150.00
13531,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 08 September 2025 - £150.00
13532,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 29 September 2025 - £150.00
14117,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 08 December 2025 - £100.00
14118,12296,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 10 December 2025 - £100.00
12298,,Bradley Thomas,conservative,5186,26561,Visits outside the UK,4,International visit to United States between 06 April 2025 and 11 April 2025
12299,,Matt Vickers,conservative,4844,25853,Visits outside the UK,4,International visit to United States between 06 April 2025 and 11 April 2025
12300,,Saqib Bhatti,conservative,4818,25847,Visits outside the UK,4,International visit to United States between 06 April 2025 and 09 April 2025
12308,,Mr Richard Holden,conservative,4813,25893,Visits outside the UK,4,International visit to Italy between 04 April 2025 and 06 April 2025
12309,,Daisy Cooper,liberal-democrat,4769,25901,Donations and other support (including loans) for activities as an MP,2,"Simon Curtis - £1,500.00"
12310,,Tom Rutland,labour,5222,26467,Donations and other support (including loans) for activities as an MP,2,"Sonali Siriwardena - £2,500.00"
12311,,Chris Murray,labour,5245,26611,Donations and other support (including loans) for activities as an MP,2,"Refugee, Asylum and Migration Policy Project (RAMP) - £6,500.00"
12312,,Dr Neil Shastri-Hurst,conservative,5197,26437,Visits outside the UK,4,International visit to United States between 06 April 2025 and 11 April 2025
12313,,Sir Oliver Dowden,conservative,4441,25323,Visits outside the UK,4,International visit to Bahrain between 10 April 2025 and 14 April 2025
12314,,David Mundell,conservative,1512,11970,Visits outside the UK,4,International visit to France between 26 March 2025 and 28 March 2025
12315,,Carla Denyer,green,5102,26379,"Gifts, benefits and hospitality from UK sources",3,University of Durham - £621.20
12316,,Rishi Sunak,conservative,4483,25428,Employment and earnings,1,Speaking - Washington Speakers Bureau
12317,12316,Rishi Sunak,conservative,4483,25428,Employment and earnings - Ad hoc payments,1.1,"Payment received on 08 April 2025 - £160,750.00"
12614,12316,Rishi Sunak,conservative,4483,25428,Employment and earnings - Ad hoc payments,1.1,"Payment received on 15 May 2025 - £156,435.24"
12615,12316,Rishi Sunak,conservative,4483,25428,Employment and earnings - Ad hoc payments,1.1,"Payment received on 19 May 2025 - £188,476.20"
13597,12316,Rishi Sunak,conservative,4483,25428,Employment and earnings - Ad hoc payments,1.1,"Payment received on 16 October 2025 - £141,000.00"
14055,12316,Rishi Sunak,conservative,4483,25428,Employment and earnings - Ad hoc payments,1.1,"Payment received on 26 November 2025 - £128,536.66"
12318,,Cat Smith,labour,4436,25432,"Gifts, benefits and hospitality from UK sources",3,London Marathon Events Ltd - £350.00
12319,,Dr Rosena Allin-Khan,labour,4573,25579,Visits outside the UK,4,International visit to United States between 06 April 2025 and 08 April 2025
12321,,Dan Carden,labour,4651,25642,Employment and earnings,1,Member of the Advisory Board of Steps Together Group - Steps Together Group Ltd
12322,12321,Dan Carden,labour,4651,25642,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 April 2025 - £3,000.00"
12324,,Jonathan Reynolds,labourco-operative,4119,24929,Gifts and benefits from sources outside the UK,5,Real Madrid CF - £340.00
12325,,Jon Pearce,labour,5115,26362,Visits outside the UK,4,International visit to United Arab Emirates between 23 March 2025 and 27 March 2025
12326,,Andrew Bowie,conservative,4601,25703,"Gifts, benefits and hospitality from UK sources",3,London Marathon Events Ltd - £350.00
12327,,Abtisam Mohamed,labour,5142,26413,Visits outside the UK,4,International visit to Israel between 05 April 2025 and 06 April 2025
12329,,Andrew Bowie,conservative,4601,25703,Visits outside the UK,4,International visit to Italy between 04 April 2025 and 06 April 2025
12330,,Steve Reed,labourco-operative,4268,25170,"Gifts, benefits and hospitality from UK sources",3,The Football Association - £494.36
12331,,Priti Patel,conservative,4066,24778,Visits outside the UK,4,International visit to Italy between 04 April 2025 and 06 April 2025
12332,,Dáire Hughes,sinn-fein,5292,26470,Visits outside the UK,4,International visit to Canada between 19 April 2025 and 21 April 2025
12335,,Monica Harding,liberal-democrat,5299,26516,Donations and other support (including loans) for activities as an MP,2,"Tim Hewens - £2,350.00"
12336,,Monica Harding,liberal-democrat,5299,26516,Donations and other support (including loans) for activities as an MP,2,"Kirsty Hewens - £1,500.00"
12341,,Michelle Welsh,labour,5226,26550,"Gifts, benefits and hospitality from UK sources",3,The Football Association - £550.00
12342,,John Cooper,conservative,5358,26634,Visits outside the UK,4,International visit to Gibraltar between 24 April 2025 and 26 April 2025
12343,,Andrew George,liberal-democrat,227,10222,Visits outside the UK,4,International visit to Israel between 13 April 2025 and 18 April 2025
12346,,Yuan Yang,labour,5267,26600,Visits outside the UK,4,International visit to Israel between 05 April 2025 and 06 April 2025
12347,,Alice Macdonald,labourco-operative,5133,26450,Miscellaneous,8,Chair of the East of England Housing Delivery group. The secretariat is provided by Local Government East and Eastlight Community Homes. The group  brings together stakeholders in the region to focus on the delivery of housing. This is an unpaid role
12348,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,Dominic Mathon - £800.00
12349,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,Timothy Wormington - £500.00
12350,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,"Timothy Wormington - £1,500.00"
12351,,Rachel Blake,labourco-operative,5257,26546,"Gifts, benefits and hospitality from UK sources",3,Society of London Theatre/UK Theatre - £500.00
12360,,Chris Hazzard,sinn-fein,4636,25154,Visits outside the UK,4,International visit to China between 08 March 2025 and 22 March 2025
12361,,Chris Hazzard,sinn-fein,4636,25154,Visits outside the UK,4,International visit to Belgium between 08 April 2025 and 09 April 2025
12362,,Jess Asato,labour,5156,26386,"Gifts, benefits and hospitality from UK sources",3,Channel Four Television Company Limited - £750.00
12363,,Sarah Champion,labour,4267,25168,Miscellaneous,8,"Membership of Advisory Board of the SOAS China 
Institute (SCI). This is an unpaid role."
12364,,John Healey,labour,400,10268,Land and property (within or outside the UK),6,Property in Hove
12365,,Fred Thomas,labour,5174,26441,Visits outside the UK,4,International visit to United States between 06 April 2025 and 11 April 2025
12366,,Sir Keir Starmer,labour,4514,25353,"Gifts, benefits and hospitality from UK sources",3,"The Arsenal Football Club - £1,000.00"
12367,,Wendy Chamberlain,liberal-democrat,4765,25872,"Gifts, benefits and hospitality from UK sources",3,NatWest Group - £480.00
12368,,Rachael Maskell,labourco-operative,4471,25433,Miscellaneous,8,Trustee of the Parliamentary Christian Trust
12370,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"Riz Mokal - £79,560.00"
12371,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"Rabin Kok - £29,160.00"
12372,,Naz Shah,labour,4409,25385,Visits outside the UK,4,International visit to Turkey between 14 April 2025 and 16 April 2025
12373,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"Marriott Harrison LLP - £282,000.00"
12374,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"William Day - £301,800.00"
12375,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"Lucas Jones - £27,300.00"
12376,,Leigh Ingham,labour,5290,26392,Visits outside the UK,4,International visit to Kenya between 08 April 2025 and 12 April 2025
12379,,Calum Miller,liberal-democrat,5346,26617,Miscellaneous,8,Member of the Institute for Government's MPs' advisory group. This is an unpaid role.
12380,,Claire Hughes,labour,5113,26393,"Gifts, benefits and hospitality from UK sources",3,The UK Interactive Entertainment Association Limited - £700.00
12381,,Kim Johnson,labour,4824,25803,Visits outside the UK,4,International visit to Kenya between 08 April 2025 and 19 April 2025
12382,,Ruth Jones,labour,4716,25746,Miscellaneous,8,"I am a patron of Edengate, a charity based in Newport that works with homeless people. This is an unpaid role."
12383,,Ruth Jones,labour,4716,25746,Miscellaneous,8,I am a trustee of the Parliamentary Christian Trust. This is an unpaid role.
12385,,Chris Kane,labour,5155,26415,Visits outside the UK,4,International visit to Bahrain between 02 May 2025 and 05 May 2025
12386,,Daisy Cooper,liberal-democrat,4769,25901,Donations and other support (including loans) for activities as an MP,2,"Elizabeth Desmond - £5,000.00"
12387,,Daisy Cooper,liberal-democrat,4769,25901,Donations and other support (including loans) for activities as an MP,2,"Carl Michel - £2,000.00"
12390,,Tom Tugendhat,conservative,4462,25374,Miscellaneous,8,Commissioner of the Commonwealth War Graves Commission. This is an unpaid role.
12391,,Robert Jenrick,reform,4320,25227,Donations and other support (including loans) for activities as an MP,2,"John James - £15,000.00"
12392,,Andrew Griffith,conservative,4874,25927,Visits outside the UK,4,International visit to Italy between 04 April 2025 and 06 April 2025
12393,,Mr Paul Kohler,liberal-democrat,5321,26570,"Gifts, benefits and hospitality from UK sources",3,Football Association Limited - £494.36
12394,,Mr Richard Holden,conservative,4813,25893,Visits outside the UK,4,International visit to Kenya between 08 April 2025 and 13 April 2025
12395,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"Marriott Harrison - £17,824.80"
12397,,Jim Shannon,dup,4131,13864,Visits outside the UK,4,International visit to Egypt between 02 May 2025 and 05 May 2025
12398,,Matthew Patrick,labour,5162,26432,"Gifts, benefits and hospitality from UK sources",3,SQR Group - £375.00
12399,,Peter Fortune,conservative,5209,26027,Visits outside the UK,4,International visit to Gibraltar between 24 April 2025 and 26 April 2025
12401,,Helen Morgan,liberal-democrat,4934,26056,Donations and other support (including loans) for activities as an MP,2,"Stephen de Launey - £1,000.00"
12402,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,Charles Pope - £750.00
12403,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,"Charles Pope - £1,500.00"
12404,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,"Antony Harris - £1,000.00"
12405,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,Antony Harris - £500.00
12406,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,"Antony Harris - £1,000.00"
12408,,Charlotte Cane,liberal-democrat,5182,26425,Miscellaneous,8,Affiliate Membership of the Chartered Institute for Archaeologists. This is an unpaid role.
12409,,Helen Morgan,liberal-democrat,4934,26056,Donations and other support (including loans) for activities as an MP,2,Stephen de Launey - £500.00
12410,,Helen Morgan,liberal-democrat,4934,26056,Donations and other support (including loans) for activities as an MP,2,"Stephen de Launey - £1,000.00"
12411,,Andrew Western,labour,4979,26120,"Gifts, benefits and hospitality from UK sources",3,Manchester City Football Club - £700.00
12414,,Max Wilkinson,liberal-democrat,5055,26344,"Gifts, benefits and hospitality from UK sources",3,PRS for Music - £360.00
12416,,Sir Oliver Dowden,conservative,4441,25323,Miscellaneous,8,Chair of Conservative Friends of India
12417,,Clive Lewis,labour,4500,25356,Donations and other support (including loans) for activities as an MP,2,"Compass - Together for a Good Society Ltd - £1,107.60"
12418,,Lisa Smart,liberal-democrat,5070,26556,"Gifts, benefits and hospitality from UK sources",3,PRS For Music - £360.00
12419,,Amanda Hack,labour,5149,26449,"Gifts, benefits and hospitality from UK sources",3,The Food and Drink Federation - £395.00
12420,,Dr Marie Tidball,labour,5098,26390,"Gifts, benefits and hospitality from UK sources",3,"Channel 4 - £2,250.00"
12422,,Caroline Voaden,liberal-democrat,5216,26511,"Gifts, benefits and hospitality from UK sources",3,"Anthropy Ltd - £1,000.00"
12424,,David Davis,conservative,373,10162,"Gifts, benefits and hospitality from UK sources",3,"Innovision IP Ltd - £6,480.00"
12426,,John Slinger,labour,5127,26564,Visits outside the UK,4,International visit to Iraq between 08 April 2025 and 14 April 2025
12427,,Bell Ribeiro-Addy,labour,4764,25856,Visits outside the UK,4,International visit to Ghana between 24 March 2025 and 29 March 2025
12431,,Stephen Gethins,scottish-national-party,4434,25324,Visits outside the UK,4,International visit to United States between 08 April 2025 and 19 April 2025
12432,,Shockat Adam,independent,5120,26364,Visits outside the UK,4,International visit to Israel between 13 April 2025 and 18 April 2025
12435,,Dr Rupa Huq,labour,4511,25284,Visits outside the UK,4,International visit to Kenya between 08 April 2025 and 13 April 2025
12437,,Mr Mark Francois,conservative,1444,10901,Visits outside the UK,4,International visit to Poland between 04 May 2025 and 07 May 2025
12438,,Chris Curtis,labour,5118,26396,"Gifts, benefits and hospitality from UK sources",3,London Marathon Events Ltd - £350.00
12439,,Jeremy Corbyn,independent,185,10133,Visits outside the UK,4,International visit to France between 23 April 2025 and 24 April 2025
12440,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,"Ramesh Dewan - £3,330.92"
12441,,Katie White,labour,5260,26520,Shareholdings,7,Shares in Number 41 Ltd (dormant)
12442,,Chris Philp,conservative,4503,25377,"Gifts, benefits and hospitality from UK sources",3,"Crystal Palace Football Club Ltd - £1,958.00"
12444,,Priti Patel,conservative,4066,24778,"Gifts, benefits and hospitality from UK sources",3,"The Arsenal Football Club Ltd - £1,000.00"
12446,,Alex Burghart,conservative,4613,25659,Employment and earnings,1,Writing reviews - The Spectator
12447,12446,Alex Burghart,conservative,4613,25659,Employment and earnings - Ad hoc payments,1.1,Payment received on 28 February 2025 - £200.00
13193,12446,Alex Burghart,conservative,4613,25659,Employment and earnings - Ad hoc payments,1.1,Payment received on 31 July 2025 - £350.00
13207,12446,Alex Burghart,conservative,4613,25659,Employment and earnings - Ad hoc payments,1.1,Payment received on 30 April 2025 - £200.00
12448,,Dr Rupa Huq,labour,4511,25284,Visits outside the UK,4,International visit to Egypt between 02 May 2025 and 05 May 2025
12456,,Alex Burghart,conservative,4613,25659,Visits outside the UK,4,International visit to United States between 25 April 2025 and 27 April 2025
12457,,Jeremy Corbyn,independent,185,10133,Visits outside the UK,4,International visit to Switzerland between 07 May 2025 and 09 May 2025
12458,,Jess Brown-Fuller,liberal-democrat,5335,26372,"Gifts, benefits and hospitality from UK sources",3,UKHarvest - £360.00
12459,,Dr Rupa Huq,labour,4511,25284,"Gifts, benefits and hospitality from UK sources",3,Channel Four Television Company Limited - £750.00
12460,,Layla Moran,liberal-democrat,4656,25689,Donations and other support (including loans) for activities as an MP,2,"Hugo Brunner - £1,000.00"
12461,,Layla Moran,liberal-democrat,4656,25689,Donations and other support (including loans) for activities as an MP,2,"Elena Simpson - £2,000.00"
12462,,Alex Mayer,labour,5141,26395,Gifts and benefits from sources outside the UK,5,"Duolingo - £2,500.00"
12463,,Clive Lewis,labour,4500,25356,Miscellaneous,8,Provision of Pro Bono support for a complaint to the Charity Commission about the Institute for Economic Affairs. (Registrable donations will be listed under Category 2.)
12464,,Dame Harriett Baldwin,conservative,4107,24785,"Gifts, benefits and hospitality from UK sources",3,Lloyds Banking Group - £604.85
12465,,Jack Rankin,conservative,5340,26622,"Gifts, benefits and hospitality from UK sources",3,The HPower Group Ltd - £500.00
12467,,Mr Louie French,conservative,4932,26055,"Gifts, benefits and hospitality from UK sources",3,The Football Association - £496.00
12468,,Munira Wilson,liberal-democrat,4776,25820,Donations and other support (including loans) for activities as an MP,2,"Dominic Christian - £10,000.00"
12469,,Blake Stephenson,conservative,5100,26355,Employment and earnings,1,Compliance Officer - Tradeweb Europe Limited
12470,12469,Blake Stephenson,conservative,5100,26355,Employment and earnings - Ad hoc payments,1.1,"Payment received on 01 May 2025 - £15,211.53"
12471,,Pete Wishart,scottish-national-party,1440,11333,"Gifts, benefits and hospitality from UK sources",3,UK MUsic - £708.00
12473,,Mary Creagh,labour,1579,11898,"Gifts, benefits and hospitality from UK sources",3,Coventry City Football Club Ltd - £500.00
12474,,Jenny Riddell-Carpenter,labour,5160,26472,Donations and other support (including loans) for activities as an MP,2,"Jerome Justin Watts - £10,000.00"
12475,,Clive Jones,liberal-democrat,5207,26377,Donations and other support (including loans) for activities as an MP,2,"Carl Michel - £2,000.00"
12476,,Helen Whately,conservative,4527,25398,Donations and other support (including loans) for activities as an MP,2,"Richard Chesson - £2,450.00"
12477,,Chris Evans,labourco-operative,4040,24721,"Gifts, benefits and hospitality from UK sources",3,London Marathon Events Ltd - £550.00
12478,,Emily Darlington,labour,5139,26412,"Gifts, benefits and hospitality from UK sources",3,Ivors Academy - £760.00
12479,,Brendan O'Hara,scottish-national-party,4371,25370,Visits outside the UK,4,International visit to United States between 28 April 2025 and 30 April 2025
12480,,Sarah Pochin,reform,5403,26683,Land and property (within or outside the UK),6,Property in Anglesey
12481,,Sarah Pochin,reform,5403,26683,Shareholdings,7,Shares in Aubergine Home Ltd
12482,,Sarah Pochin,reform,5403,26683,Miscellaneous,8,Unpaid director of Aubergine Home Ltd (dormant)
12483,,Richard Fuller,conservative,3912,24787,Employment and earnings,1,Adviser - Bloomsbury Home Care Limited
12484,12483,Richard Fuller,conservative,3912,24787,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 May 2025 - £15,000.00"
12485,,Matt Bishop,labour,5323,26574,"Gifts, benefits and hospitality from UK sources",3,The Football Association Ltd - £470.00
12487,,Kim Johnson,labour,4824,25803,Visits outside the UK,4,International visit to South Africa between 30 April 2025 and 07 May 2025
12490,,Liam Byrne,labour,1171,11360,Visits outside the UK,4,International visit to United States between 20 April 2025 and 22 April 2025
12491,,Helen Maguire,liberal-democrat,5336,26627,Visits outside the UK,4,International visit to South Africa between 03 May 2025 and 08 May 2025
12493,,Michael Payne,labour,5146,26408,"Gifts, benefits and hospitality from UK sources",3,The Football Association - £550.00
12494,,Mike Reader,labour,5316,26630,"Gifts, benefits and hospitality from UK sources",3,"Mace Consult Limited - £1,248.00"
12495,,Mike Reader,labour,5316,26630,"Gifts, benefits and hospitality from UK sources",3,Mace Consult Limited - £725.76
12496,,Daisy Cooper,liberal-democrat,4769,25901,Donations and other support (including loans) for activities as an MP,2,"Chris White - £2,500.00"
12497,,Alan Mak,conservative,4484,25285,Donations and other support (including loans) for activities as an MP,2,"Oluwole Kolade - £5,000.00"
12498,,Dr Rupa Huq,labour,4511,25284,"Gifts, benefits and hospitality from UK sources",3,Ealing Picturehouse - £600.00
12499,,James Murray,labourco-operative,4797,25801,"Gifts, benefits and hospitality from UK sources",3,Mentorn Media - £789.30
12500,,Dan Jarvis,labour,4243,25067,Donations and other support (including loans) for activities as an MP,2,"OPD Group Ltd - £15,000.00"
12501,,Sonia Kumar,labour,5274,26590,Donations and other support (including loans) for activities as an MP,2,"SME4Labour Ltd - £5,000.00"
12502,,Josh Simons,labour,5060,26328,"Gifts, benefits and hospitality from UK sources",3,Wigan Warriors - £170.00
12505,,Graeme Downie,labour,5275,26503,Miscellaneous,8,"Parliamentary Chair, Campaign for Secure Technology.  This is an unpaid role."
12506,,Clive Jones,liberal-democrat,5207,26377,Donations and other support (including loans) for activities as an MP,2,"Nirvana Spa & Leisure ltd - £3,000.00"
12509,,Stephen Kinnock,labour,4359,25297,"Gifts, benefits and hospitality from UK sources",3,In It Together Festival Ltd - £735.90
12510,,Dr Rupa Huq,labour,4511,25284,"Gifts, benefits and hospitality from UK sources",3,Labour Asians Society Ltd - £310.00
12513,,Katie White,labour,5260,26520,"Gifts, benefits and hospitality from UK sources",3,"John Murray Press - £1,400.00"
12514,,Sadik Al-Hassan,labour,5312,26527,"Gifts, benefits and hospitality from UK sources",3,Genomics Ltd - £799.00
12516,,Josh Simons,labour,5060,26328,"Gifts, benefits and hospitality from UK sources",3,Wigan Warriors - £610.00
12517,,Josh Simons,labour,5060,26328,"Gifts, benefits and hospitality from UK sources",3,Wigan Warriors - £610.00
12518,,Katie White,labour,5260,26520,Miscellaneous,8,I have  become an ambassador for Leeds Women’s Aid: this is an unpaid role.
12519,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,"Marriott Harrison - £9,840.00"
12520,,Charlie Maynard,liberal-democrat,5325,26544,"Gifts, benefits and hospitality from UK sources",3,William Day - £840.00
12521,,Mark Pritchard,conservative,1576,11946,Visits outside the UK,4,International visit to Qatar between 27 April 2025 and 30 April 2025
12526,,Greg Smith,conservative,4778,25925,Miscellaneous,8,Vice Chairman Conservative Friends of Israel Parliamentary Board. This is an unpaid role
12527,,Clive Lewis,labour,4500,25356,Visits outside the UK,4,International visit to Austria between 13 May 2025 and 16 May 2025
12528,,Sarah Green,liberal-democrat,4918,26034,Visits outside the UK,4,International visit to Bahrain between 02 May 2025 and 05 May 2025
12529,,Steve Reed,labourco-operative,4268,25170,"Gifts, benefits and hospitality from UK sources",3,The Football Association - £494.36
12530,,Sir Oliver Dowden,conservative,4441,25323,"Gifts, benefits and hospitality from UK sources",3,"Fenchurch Advisory Partners LLP - £3,300.00"
12531,,Sir Jeremy Hunt,conservative,1572,11859,"Gifts, benefits and hospitality from UK sources",3,Charlie Nunn - £605.00
12532,,Steve Race,labour,5064,26345,"Gifts, benefits and hospitality from UK sources",3,PRS for Music - £760.00
12534,,Victoria Atkins,conservative,4399,25424,"Gifts, benefits and hospitality from UK sources",3,Mark Allen Group - £720.00
12535,,Mike Martin,liberal-democrat,5219,26398,Donations and other support (including loans) for activities as an MP,2,Antony Harris - £500.00
12538,,Tom Tugendhat,conservative,4462,25374,Donations and other support (including loans) for activities as an MP,2,"Michael Tory - £38,000.00"
12539,,Rupert Lowe,independent,5158,26361,Miscellaneous,8,Unpaid Director of the Rape Gang Inquiry CIC. This is an unpaid role.
12541,,Clive Efford,labour,165,10185,"Gifts, benefits and hospitality from UK sources",3,English Football League - £400.00
12542,,Sir Andrew Mitchell,conservative,1211,11115,Donations and other support (including loans) for activities as an MP,2,Aid Alliance - £800.00
12543,,Sonia Kumar,labour,5274,26590,Donations and other support (including loans) for activities as an MP,2,"SME4LABOUR LTD - £1,625.00"
12544,,Danny Beales,labour,5339,26619,"Gifts, benefits and hospitality from UK sources",3,EPG Strategic Communications - £700.00
12545,,Mark Sewards,labour,5166,26440,Visits outside the UK,4,International visit to Palestine between 25 May 2025 and 29 May 2025
12546,,Lisa Smart,liberal-democrat,5070,26556,Visits outside the UK,4,International visit to Ukraine between 01 May 2025 and 04 May 2025
