id,summary,parent_interest_id,registered,published,updated_1,category,mnis_id,twfy_id,party,member,visit_locations__country_1,visit_locations__destination_1,purpose,start_date,end_date,appg,donors__name_1,donors__is_private_individual_1,donors__public_address_1,donors__payment_type_1,donors__payment_description_1,donors__value_1,donors__is_sole_beneficiary_1,link,visit_locations__country_2,visit_locations__destination_2,donors__name_2,donors__is_private_individual_2,donors__public_address_2,donors__payment_type_2,donors__payment_description_2,donors__value_2,donors__is_sole_beneficiary_2,donors__name_3,donors__is_private_individual_3,donors__public_address_3,donors__payment_type_3,donors__payment_description_3,donors__value_3,donors__is_sole_beneficiary_3,donors__name_4,donors__is_private_individual_4,donors__public_address_4,donors__payment_type_4,donors__payment_description_4,donors__value_4,donors__is_sole_beneficiary_4,donors__name_5,donors__is_private_individual_5,donors__public_address_5,donors__payment_type_5,donors__payment_description_5,donors__value_5,donors__is_sole_beneficiary_5,visit_locations__country_3,visit_locations__destination_3,category_code
13337,International visit to Qatar between 06 December 2024 and 09 December 2024,,2025-09-19,2025-09-22,,Visits outside the UK,5357,26631,independent,Ayoub Khan,Qatar,Doha,To participate in the Doha Forum 2024,,,,Doha Forum,0,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha Qatar",In kind,"Flights, accommodation and food",5955,1,https://interests-api.parliament.uk/api/v1/Interests/13337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13340,International visit to Pakistan between 03 August 2025 and 28 August 2025,,2025-09-19,2025-09-19,2025-11-14,Visits outside the UK,4409,25385,labour,Naz Shah,Pakistan,,"Speaking engagements, connecting with international stakeholders and developing insights into Muslim organisational working in the US.",,,,Mercy Mission,0,"203 Westgate, Bradford BD1 3AD",Monetary,"Flights (£2,393.58) and accommodation (£580, reimbursed on 12 September 2025)",2973.58,1,https://interests-api.parliament.uk/api/v1/Interests/13340,United States,"Washington, New York, Michigan",Adam Management Holdings Limited,0,"1 Canada Square, London E14 5AA",Monetary,"Flights (£2,848.23, received 17th October 2025)",2848.23,1,,,,,,,,,,,,,,,,,,,,,,,,4
13333,International visit to Palestine between 14 September 2025 and 16 September 2025,,2025-09-18,2025-09-18,,Visits outside the UK,5030,26313,labour,Dr Simon Opher,Palestine,,Fact finding visit organised by the Council for Arab-British Understanding,,,,Caabu (Council for Arab-British Understanding),0,"1 Gough Square, London EC4A 3DE",In kind,"Flights, accommodation and food",1050,1,https://interests-api.parliament.uk/api/v1/Interests/13333,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13176,International visit to Ghana between 28 July 2025 and 03 August 2025,,2025-09-17,2025-09-17,,Visits outside the UK,4765,25872,liberal-democrat,Wendy Chamberlain,Ghana,,Visit with Malaria No More to Ghana to visit clinical facilities and meet with political leaders to learn about issues with preventing and treating malaria.,,,,Malaria No More,0,"85 Great Portland Street, First Floor, London W1W 7LT",In kind,"Internal Transport (10% share of vehicle cost £357), internal transport (10% of fuel and cost of driver £478.61), anti-malaria treatment and visa (£303), flights (£1912.12), hotel (£964.07), meals (£200)",4214.8,1,https://interests-api.parliament.uk/api/v1/Interests/13176,,,IVCC (Innovate Vector Control Consortium),1,,In kind,Subsistence: £167.65,167.65,1,,,,,,,,,,,,,,,,,,,,,,,,4
13251,International visit to United States between 07 August 2025 and 19 August 2025,,2025-09-08,2025-09-15,,Visits outside the UK,5352,26603,liberal-democrat,Dr Roz Savage,United States,Washington DC,To attend The Certificate in Public Leadership (on a scholarship basis) run by the University of San Francisco and the Elected Officials to Protect America.,,,,Elected Officials to Protect America,0,"8 Brook St, Solon, Maine 04979 USA",In kind,"Flights (£1,100.00), other travel including airport transfers (£265.00), hotel (£ 512.08), course costs (£ 1,100.00) and meals (£91.76)",3068.84,1,https://interests-api.parliament.uk/api/v1/Interests/13251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13304,International visit to Gibraltar between 08 September 2025 and 10 September 2025,,2025-09-15,2025-09-15,,Visits outside the UK,5323,26574,labour,Matt Bishop,Gibraltar,,"Gibraltar National Day, as well as associated meetings and briefings",,,Gibraltar,HM Government of Gibraltar,0,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flights (£700), accommodation (£660) and meals (£400) for me and a staff member",1760,0,https://interests-api.parliament.uk/api/v1/Interests/13304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13275,International visit to Taiwan between 24 August 2025 and 28 August 2025,,2025-09-11,2025-09-15,,Visits outside the UK,152,10180,conservative,Sir Iain Duncan Smith,Taiwan,Taipei,"To attend the annual summit of the Inter-Parliamentary Alliance on China to discuss the importance of peace and stability in the Indo-Pacific to domestic prosperity.
United for Taiwan: meeting President of R.O.C. Taiwan and Cabinet Ministers.",,,,"Ministry of Foreign Affairs, Taiwan",0,"No. 2, Ketagalan Blvd, Zhongzheng District, Taipei City, Taiwan",In kind,"Flights, transportation, accommodation and meals",7619,1,https://interests-api.parliament.uk/api/v1/Interests/13275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13305,International visit to Sweden between 20 August 2025 and 22 August 2025,,2025-09-15,2025-09-15,,Visits outside the UK,4601,25703,conservative,Andrew Bowie,Sweden,,Engagement with Swedish businesses investing in UK,,,,Stockholm Chamber of Commerce,0,"Regeringsgatan 29, 111 53 Stockholm",In kind,"Flights (£495), accommodation (£230), food and beverages at event (estimated £80)",805,1,https://interests-api.parliament.uk/api/v1/Interests/13305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13263,International visit to Japan between 01 August 2025 and 18 August 2025,,2025-09-10,2025-09-10,,Visits outside the UK,185,10133,independent,Jeremy Corbyn,Japan,"Hiroshima, Nagasaki",Attend 80th anniversary commemoration Hiroshima and Nagasaki Atomic Bombing,,,,Genseikyo,0,"2-4-4 Yushima, Bunkyo-ku, Tokyo 113-8464",In kind,Accommodation for me and Laura Alvarez Tonis in Hiroshima and Nagasaki,1223.01,0,https://interests-api.parliament.uk/api/v1/Interests/13263,,,Rosa Luxemburg Foundation,0,"Straße der Pariser Kommune 8A, 10243 Berlin",In kind,Return flights for me,1791.42,0,,,,,,,,,,,,,,,,,,,,,,,,4
13261,International visit to Israel between 24 August 2025 and 29 August 2025,,2025-09-10,2025-09-10,,Visits outside the UK,5301,26512,conservative,Rebecca Smith,Israel,,Fact finding political delegation to Israel and the Palestinian Authorities,,,,Conservative Friends of Israel Ltd,0,"PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality with an estimated value of £4,500",4500,1,https://interests-api.parliament.uk/api/v1/Interests/13261,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13259,International visit to Ghana between 28 July 2025 and 03 August 2025,,2025-09-09,2025-09-09,,Visits outside the UK,4824,25803,labour,Kim Johnson,Ghana,,Malaria No More visit to Ghana to see in person some of the lifesaving work and scientific research being carried out by partners who receive funding from the UK.,,,,Malaria No More UK,0,"85 Great Portland Street, First Floor, London W1W 7LT",In kind,"Flights (£2337.62), hotel (£1320.70),internal transport - vehicle hire (£357), internal transport - Fuel & driver (£478.61), food 2 meals per day for 4 days (£200) and visa (£60)",4753.93,1,https://interests-api.parliament.uk/api/v1/Interests/13259,,,Innovative Vector Control Consortium (IVCC),0,"Liverpool School of Tropical Medicine, Pembroke Place, Liverpool, Merseyside L3 5QA.",In kind,"Meals, 2 per day for 1 day",150,1,,,,,,,,,,,,,,,,,,,,,,,,4
13252,International visit to Switzerland between 05 September 2025 and 06 September 2025,,2025-09-08,2025-09-08,,Visits outside the UK,5247,26578,labour,Sojan Joseph,Switzerland,Zurich,To speak in their Kerela community Onam celebration organised by the Be Friends Switzerland.,,,,Be Friends Switzerland,0,"Post Fach 10, 8126 Zumikon, ZH Switzerland.",In kind,"Flights(£353), accommodation (£195), local transport (£111) and meals (£83)",742,1,https://interests-api.parliament.uk/api/v1/Interests/13252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13246,International visit to Israel between 25 August 2025 and 29 August 2025,,2025-09-07,2025-09-08,,Visits outside the UK,4601,25703,conservative,Andrew Bowie,Israel,Israel and the Palestinian Authority,Fact finding political delegation,,,,Conservative Friends of Israel Ltd,0,"Conservative Friends of Israel Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality (value has been estimated)",4220,1,https://interests-api.parliament.uk/api/v1/Interests/13246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13211,International visit to Israel between 24 August 2025 and 29 August 2025,,2025-09-02,2025-09-02,,Visits outside the UK,5332,26573,conservative,Lincoln Jopp,Israel,,Fact finding political delegation.,,,,Conservative Friends of Israel Ltd,0,"Conservative Friends of Israel Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",4500,1,https://interests-api.parliament.uk/api/v1/Interests/13211,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13209,International visit to Israel between 24 August 2025 and 29 August 2025,,2025-09-02,2025-09-02,,Visits outside the UK,4407,25381,conservative,Nigel Huddleston,Israel,Palestinian Authority,Fact finding political delegation,,,,Conservative Friends of Israel Ltd,0,"PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",4500,1,https://interests-api.parliament.uk/api/v1/Interests/13209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13205,International visit to Israel between 24 August 2025 and 29 August 2025,,2025-09-01,2025-09-01,,Visits outside the UK,5340,26622,conservative,Jack Rankin,Israel,Israel and the Palestinian Authority,Fact finding political delegation,,,,Conservative Friends of Israel Limited,0,"Conservative Friends of Israel Ltd, PO Box 72288, London, SW1P 9LB",In kind,"Air travel, accommodation and hospitality with an estimated value",4530,1,https://interests-api.parliament.uk/api/v1/Interests/13205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13186,International visit to Ghana between 28 July 2025 and 03 August 2025,,2025-08-29,2025-09-01,,Visits outside the UK,4638,25695,labour,Mr Tanmanjeet Singh Dhesi,Ghana,,To showcase how UK science is fighting malaria in Ghana.,,,,Malaria No More,0,"85 Great Portland Street, First Floor, London W1W 7LT",In kind,"Flights (£1912.12), accommodation (£964.07), parking (£178.00), internal transport (£835.61), visa (£140) and meals (£200)",4229.8,0,https://interests-api.parliament.uk/api/v1/Interests/13186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13168,International visit to Poland between 29 July 2025 and 03 August 2025,,2025-08-26,2025-08-26,,Visits outside the UK,5065,26478,labour,Rachel Taylor,Poland,,"My partner and I drove a decommissioned ambulance full of medical supplies to the Poland/ Ukraine Border as part of a humanitarian mission organised by LKQ. The trip covered 1,300 miles and consisted of overnight stays along the route with a return flight once the ambulance was handed over to Ukranian medics.",,,,LKQ Group (UK) Limited,0,"T2 Birch Coppice Business Park, Danny Morson Way, Dordon 
B78 1SE",In kind,"Flights £216.08, accommodation £329.60. 
Per person cost (£272.84)",545.6799999999999,0,https://interests-api.parliament.uk/api/v1/Interests/13168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13166,International visit to Jordan between 20 July 2025 and 25 July 2025,,2025-08-22,2025-08-22,,Visits outside the UK,5331,26615,labour,Rosie Wrighting,Jordan,,Overseas visit to Jordan to see UK Development programmes ‘in-action’ and meet with development experts and partners.,,,,Coalition for Global Prosperity (CGP),0,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Flights (£883), accommodation (£649.9), food and refreshments (£270.23)",1803.13,1,https://interests-api.parliament.uk/api/v1/Interests/13166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13153,International visit to United States between 13 August 2025 and 17 August 2025,,2025-08-20,2025-08-20,2025-08-28,Visits outside the UK,4359,25297,labour,Stephen Kinnock,United States,"Napa Valley, California","Palo Alto Networks covered the costs for me to accompany my wife on a team-building trip to Napa Valley, organised for board members and their spouses/partners.",,,,Palo Alto Network,0,"3000 Tannery Way, Santa Clara, California 95054",In kind,"Hotel room for me and my wife (£4473.00 approximately), food (£906.00 approximately), flights (£6395.02 inc. immigration and customs fee) and airport transfers (£1099.50 - return journey was shared with my wife)",12873.52,0,https://interests-api.parliament.uk/api/v1/Interests/13153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13147,International visit to France between 01 August 2025 and 06 August 2025,,2025-08-19,2025-08-20,,Visits outside the UK,4743,25894,reform,Lee Anderson,France,,Visit to France as part of a group of sixteen people for a speaking engagement.,,,,E.I.R.P LIMITED,0,"Unit 26 Maisies Way, South Normanton, Alfreton, Derbyshire DE55 2DS",In kind,Flights and accommodation,1500,0,https://interests-api.parliament.uk/api/v1/Interests/13147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13137,International visit to Jordan between 20 July 2025 and 25 July 2025,,2025-08-17,2025-08-18,,Visits outside the UK,4051,24839,conservative,John Glen,Jordan,,Overseas visit to Jordan to see UK Development programmes ‘in action’ and meet with development experts and partners,,,,Coalition for Global Prosperity (CGP),0,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Flights ( £883), accommodation ( £649.9), food and Refreshments (£270.23)",1803.13,1,https://interests-api.parliament.uk/api/v1/Interests/13137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13129,International visit to Jordan between 20 July 2025 and 25 July 2025,,2025-08-15,2025-08-18,,Visits outside the UK,5088,26452,labour,Sarah Coombes,Jordan,,Overseas visit to Jordan to see UK Development programmes ‘in-action’ and meet with development experts and partners.,,,,Coalition for Global Prosperity (CGP),0,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Flights (£937.30), ccommodation (£649.90), food and refreshments (£270.23)",1857.43,1,https://interests-api.parliament.uk/api/v1/Interests/13129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13139,International visit to Israel between 24 July 2025 and 31 July 2025,,2025-08-18,2025-08-18,,Visits outside the UK,4005,24945,conservative,Bob Blackman,Israel,,"To visit Israel and strengthen UK relations, learning more about the current situation on the ground.",,,,Elnet UK,0,"4th Floor 6 Princes Street, London W1B 2LG",In kind,"Flights (£980), insurance (£18.54), hotels (£1,707.23) and food (£495.73). Flights for staff member (£980),
insurance for staff member (£18.54) and food for staff member (£495.73)",4695.77,0,https://interests-api.parliament.uk/api/v1/Interests/13139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13128,International visit to Jordan between 20 July 2025 and 25 July 2025,,2025-08-14,2025-08-15,,Visits outside the UK,5328,26552,labour,Sean Woodcock,Jordan,,Overseas visit to Jordan to see UK Development programmes ‘in-action’ and meet with development experts and partners.,,,,Coalition for Global Prosperity (CGP),0,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Flights (£883), accommodation (£649.90), food and refreshments (£270.23)",1803.13,1,https://interests-api.parliament.uk/api/v1/Interests/13128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13114,International visit to Israel between 28 July 2025 and 31 July 2025,,2025-08-13,2025-08-13,,Visits outside the UK,4108,24729,conservative,Sir Gavin Williamson,Israel,,Visit to the October 7 sites,,,,ELNET UK,0,"Floor 4, 6 Princes Street, London W1B 2LG",In kind,Flights £973; accommodation £774; meals £335.32; insurance £18.44,2100.76,1,https://interests-api.parliament.uk/api/v1/Interests/13114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13100,International visit to Kenya between 22 July 2025 and 25 July 2025,,2025-08-11,2025-08-11,,Visits outside the UK,5146,26408,labour,Michael Payne,Kenya,,"Visiting healthcare facilities and meeting senior Government of Kenya representatives, also beneficiaries of healthcare initiatives and charity partners of projects funded by the Global Fund to fight AIDS, TB and Malaria.",,,,"Global Fund to Fight AIDS, TB and Malaria",0,"Chem. du Pommier 40, 1218 Le Grand-Saconnex, Switzerland",In kind,"Flights (£3,553.46), accommodation (£352.89), meals (£130.00) and transportation (£48.95)",4085.3,1,https://interests-api.parliament.uk/api/v1/Interests/13100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13087,International visit to Kenya between 22 July 2025 and 25 July 2025,,2025-08-07,2025-08-07,,Visits outside the UK,5287,26549,labour,Tim Roca,Kenya,,"Delegation to Kenya hosted by Global Fund to Fight AIDS, TB and Malaria.",,,,"Global Fund to Fight AIDS, TB and Malaria",0,"Chem. du Pommier 40
1218 Le Grand-Saconnex
Switzerland",In kind,"Flights	£3,553.46
Accommodation	£352.89
Meals	£130.00
Transportation	£48.95",4085.3,1,https://interests-api.parliament.uk/api/v1/Interests/13087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13075,International visit to Thailand between 14 July 2025 and 18 July 2025,,2025-08-06,2025-08-06,,Visits outside the UK,4799,25885,labour,Charlotte Nichols,Thailand,Bangkok,"Attending ""A Global Dialogue on Small Modular Reactor Deployment"" conference at the Queen Sikirit National Convention Centre in Bangkok, on 16 July 2025, which I was invited to attend and speak at in my capacity as Chair of the Nuclear APPG.",,,Nuclear APPG,Ratch Group PLC,0,"72 Ngamwongwan Road Bang Khen, Mueang Nonthaburi, Nonthaburi 11000",In kind,"Flights (£4,197.39), accommodation (£523.70)",4721.09,1,https://interests-api.parliament.uk/api/v1/Interests/13075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13064,International visit to Switzerland between 14 July 2025 and 17 July 2025,,2025-08-05,2025-08-05,,Visits outside the UK,4592,25597,conservative,Dr Caroline Johnson,Switzerland,,Visit to Geneva to represent the Conservative Party at the KAS-IWDU Dialogue Programme for Strategic Exchange on Pushback Against Women’s Rights in International Organisations.,,,,Konrad Adenauer Stiftung,0,"Konrad-Adenauer-Stiftung e. V. Multilateral Dialogue Geneva, Avenue de France 23, CH-1202 Geneva Switzerland",In kind,"For flights, accommodation, meals and local transport",1635.79,1,https://interests-api.parliament.uk/api/v1/Interests/13064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13012,International visit to Gibraltar between 09 July 2025 and 11 July 2025,,2025-07-28,2025-07-28,,Visits outside the UK,5288,26593,liberal-democrat,Dr Al Pinkerton,Gibraltar,,"To meet senior HM Government of Gibraltar ministers, Parliamentary representatives and business leaders to understand the economic and social challenges faced by Gibraltar since Brexit, and to learn how these will be overcome as a consequence of the recently-announced UK-EU deal.",,,Gibraltar,HM Government of Gibraltar,0,"6 Convent Place, Gibraltar GX11 1AA",In kind,"Return flights (£435), accommodation for two nights (£346) and meals/hospitality (£200)",981,1,https://interests-api.parliament.uk/api/v1/Interests/13012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13005,International visit to United States between 10 July 2025 and 14 July 2025,,2025-07-25,2025-07-28,,Visits outside the UK,4462,25374,conservative,Tom Tugendhat,United States,Washington,A speaking engagement about international affairs,,,,Le Cercle,0,"85 Great Portland Street, London W1W 7LT",In kind,"Flights, (£6831.37), accommodation (£1,676), food (£695) and airport transfers (£150.80)",6831.62,1,https://interests-api.parliament.uk/api/v1/Interests/13005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12994,International visit to Taiwan between 28 June 2025 and 06 July 2025,,2025-07-25,2025-07-25,,Visits outside the UK,4108,24729,conservative,Sir Gavin Williamson,Taiwan,,Keynote Speaker for Forum held on 2nd July.,,,,"School of Banking and Finance, National Sun Yat-sen University",0,"33F. No.3 Ziqiang 3rd Rd, Lingya Dist, Kaohsiung 802, Taiwan.",In kind,"Accommodation (£1,550.23), flights (£6222.58), internal Travel - High Speed Rail (£62.98), airport transport (£100.76) and meals (£377.85)",8314.4,1,https://interests-api.parliament.uk/api/v1/Interests/12994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12956,International visit to France on 09 July 2025,,2025-07-23,2025-07-23,,Visits outside the UK,4475,25272,reform,Suella Braverman,France,Strasbourg,To film footage in Strasbourg for an explainer film of a policy paper about leaving the European Convention on Human Rights which I have co-written with the Prosperity Institute.,,,,Prosperity Institute,0,"11 Charles Street,London,W1J 5DW",In kind,"2 Return economy flights to Strasbourg (£712.24), Heathrow airport parking for 2 vehicles (£180) and 1 hire car for day travel to, from and in Strasbourg (£640) for a member of my team and I",1532.24,0,https://interests-api.parliament.uk/api/v1/Interests/12956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12960,International visit to Tanzania between 21 June 2025 and 27 June 2025,,2025-07-22,2025-07-22,,Visits outside the UK,5299,26516,liberal-democrat,Monica Harding,Tanzania,,"Purpose of visit: Travelled as Vice-Chair of the All-Party Parliamentary Group on Nutrition for Development to attend the Agriculture, Nutrition and Health (ANH) Academy Week Conference in Dar es Salaam, to see the impact of UK overseas development in treating and preventing malnutrition in Tanzania and Zanzibar, and to understand the work of national and regional government, scientists, health workers, humanitarian organisations, charities, civil society, local businesses, and local communities in tackling malnutrition.",,,All-Party Parliamentary Group on Nutrition for Development,United Against Malnutrition and Hunger,0,"8 St Thomas Street, London SE1 9RS",In kind,"Flights: (£1,120), accommodation (£810), travel medication (£56), food, visa, transport, and in-country expenses: (£365)",2351,1,https://interests-api.parliament.uk/api/v1/Interests/12960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12948,International visit to Taiwan between 05 July 2025 and 16 July 2025,,2025-07-21,2025-07-21,,Visits outside the UK,4805,25906,conservative,Alicia Kearns,Taiwan,,"European Valued Important Partnership (EVIP) delegation for Parliamentary staff to Taiwan. The EVIP Delegation invited Parliamentary staff from seven European countries to visit Taiwan to meet politicians, civil servants, business, and industry leaders and engage in cultural activities. My Senior Parliamentary Researcher was invited and attended as the UK delegate.",,,,"Ministry of Foreign Affairs, Taiwan",0,"Taipei Representative Office in the United Kingdom, 50 Grosvenor Gardens, London, SW1W 0EB",In kind,"Costs: Return flights to Taiwan £3400. Accommodation, travel in Taiwan, sustenance, and activities £2089",5489,0,https://interests-api.parliament.uk/api/v1/Interests/12948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12922,International visit to Gibraltar between 09 July 2025 and 11 July 2025,,2025-07-17,2025-07-17,,Visits outside the UK,5336,26627,liberal-democrat,Helen Maguire,Gibraltar,,Working visit to Gibraltar to discuss UK – EU Treaty.,,,,HM Government of Gibraltar,0,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flights (£435 return), accommodation (£346) and hospitality (£200)",981,1,https://interests-api.parliament.uk/api/v1/Interests/12922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12912,International visit to Kenya between 08 April 2025 and 13 April 2025,,2025-07-16,2025-07-16,,Visits outside the UK,5095,26378,labour,Kirith Entwistle,Kenya,,Study tour on sexual and reproductive health and rights and international development,,,All Party Parliamentary Group on Global Sexual and Reproductive Health,United Nations Population Fund via the All Party Parliamentary Group on Global Sexual and Reproductive Health and as per its APPG Register,0,"United Nations Population Fund, 605 3rd Avenue, New York
NY 10158",In kind,"Flights and visa (£1,277.90); accommodation (£486.41); other travel (£65.28); food and drink	(£371.13); per diem and miscellaneous (127.14)",2327.86,0,https://interests-api.parliament.uk/api/v1/Interests/12912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12688,International visit to Gibraltar between 04 June 2025 and 06 June 2025,,2025-07-15,2025-07-16,,Visits outside the UK,5287,26549,labour,Tim Roca,Gibraltar,,Invited by the Gibraltar Government for familiarisation and briefing visit.,,,,HM Government of Gibraltar,0,"Gibraltar House, 150 Strand, London WC2R 1JA",In kind,"Flights (£485 return), accommodation for 2 nights (£346) and meals/hospitality (£200)",1031,1,https://interests-api.parliament.uk/api/v1/Interests/12688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12900,International visit to Spain between 23 June 2025 and 25 June 2025,,2025-07-15,2025-07-15,,Visits outside the UK,4786,25909,your-party,Zarah Sultana,Spain,,International guest speaker at the 'Stop Genocide in Gaza' event organised by Sumar in Madrid,,,,Movimiento Sumar,0,"C/ San Raimundo 12 Planta 1, Puerta D 28039 Madrid",In kind,Costs associated with being an international guest speaker at the 'Stop Genocide in Gaza' event organised by Sumar in Madrid. Flights (£683.90) and accommodation for two nights (£307.03) for me and one other person,990.9299999999999,0,https://interests-api.parliament.uk/api/v1/Interests/12900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12903,International visit to Portugal between 12 June 2025 and 15 June 2025,,2025-07-15,2025-07-15,,Visits outside the UK,5292,26470,sinn-fein,Dáire Hughes,Portugal,Porto,To attend and speak at the 1st Congress of the European Left Alliance,,,,European Left Alliance,0,"Rue de I'Industrie 10,
1000,
Brussels",In kind,"Flights (£494.20)
Accommodation (£281.10)",775.3,1,https://interests-api.parliament.uk/api/v1/Interests/12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12707,International visit to Japan between 27 May 2025 and 05 June 2025,,2025-06-27,2025-07-14,,Visits outside the UK,4403,25270,scottish-national-party,Chris Law,Japan,,"To attend the World Parliamentary Convention on Tibet from 2 to 4 of June, to advance global solidarity for Tibet, counter Chinese influence, and advance coordinated legislative efforts amongst parliamentarians from across the world.",,,APPG for Tibet,Tibetan Parliament-in-Exile,0,"Gangchen Kyishong
Dharamshala
Himachal Pradesh
India 176215",In kind,"Flights: (£1710.52), accommodation, (£576.88), meals,(£185.37) and local transportation (£68.45). My wife stayed with me in the hotel and I paid for the supplementary cost",2541.22,0,https://interests-api.parliament.uk/api/v1/Interests/12707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12890,International visit to Bosnia and Herzegovina between 10 July 2025 and 13 July 2025,,2025-07-14,2025-07-14,,Visits outside the UK,4786,25909,your-party,Zarah Sultana,Bosnia and Herzegovina,,Attending memorial events for 30th anniversary of the Srebrenica genocide.,,,,Forum of European Muslim Youth and Student Organisations (FEMYSO),0,"Rue Archimede 50, 1000, Brussels, Belgium",In kind,Costs associated with attending memorial events for 30th anniversary of the Srebrenica genocide. Flights (£130.25) and accommodation for two nights (£239.66) for me and one other person,369.91,0,https://interests-api.parliament.uk/api/v1/Interests/12890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12877,International visit to Switzerland between 18 June 2025 and 19 June 2025,,2025-07-11,2025-07-11,,Visits outside the UK,4573,25579,labour,Dr Rosena Allin-Khan,Switzerland,Geneva,"To speak at the World Health Organisation Health20 Summit in Geneva in my role as a rapporteur on the ""Noncommunicable Diseases and Mental Health Conditions: A Threat to Health, A Threat to Wealth"" report.",,,,Sovereign Sustainability and Development Ltd,0,"87 Station Road, Ashington, Northumberland NE63 8RS",In kind,"Hotel (£620), flights (£801.92) and subsistence (£119.41)",1541.33,1,https://interests-api.parliament.uk/api/v1/Interests/12877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12853,International visit to France on 12 June 2025,,2025-07-09,2025-07-11,,Visits outside the UK,5245,26611,labour,Chris Murray,France,Calais,APPG on Migration visit to Calais to learn more about UK/French cooperation to tackle Channel crossings.,,,APPG on Migration,"The Refugee, Asylum, Migration and Policy Project (RAMP)",0,"c/o Kirk Rice, The Courtyard, 69 High Street, Ascot, Berkshire SL5 7HP, UK",In kind,Transportation and food (£260 per person) and translation costs (£175 per person),435,1,https://interests-api.parliament.uk/api/v1/Interests/12853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
12862,International visit to Israel between 25 May 2025 and 29 May 2025,,2025-07-10,2025-07-10,,Visits outside the UK,5163,26383,labour,Peter Prinsley,Israel,,"Delegation to Israel and Palestinian territories
Met politicians, activists and academics and diplomats",,,,Labour Friends of Israel,0,"BM LFI
London
WC1N 3XX",In kind,Flights and Accommodation/Food,2600,0,https://interests-api.parliament.uk/api/v1/Interests/12862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
